time,entity,timestamp,vibration_min,vibration_max,vibration_mean,vibration_median,vibration_stddev,belt_speed_min,belt_speed_max,belt_speed_mean,belt_speed_median,belt_speed_stddev,good_count,reject_count,reject_count_1m,reject_goal,good_count_1m,record_purpose
8400000,Assy_Conveyor,4/23/2019 3:58,0.90250057,1.096646547,1.00080805,0.987674475,0.068568468,2475.436279,2523.861328,2500.144447,2500.191895,17.88048742,11349,16870,0,0,16,training
8460000,Assy_Conveyor,4/23/2019 3:59,0.90250057,1.096646547,0.998159954,0.987674475,0.06847632,2475.436279,2523.861328,2499.800084,2500.191895,17.90362268,11365,16870,0,0,16,training
8520000,Assy_Conveyor,4/23/2019 4:00,0.90250057,1.096646547,0.996024733,0.987674475,0.06718934,2475.436279,2523.861328,2499.62706,2500.191895,18.02132319,11380,16870,0,0,15,training
8580000,Assy_Conveyor,4/23/2019 4:01,0.90250057,1.096646547,0.998159954,0.987674475,0.06847632,2475.436279,2523.861328,2499.372649,2500.191895,18.03412677,11395,16870,0,0,15,training
8640000,Assy_Conveyor,4/23/2019 4:02,0.90250057,1.096646547,0.998159954,0.987674475,0.06847632,2475.436279,2523.861328,2499.800084,2500.191895,17.90362268,11410,16870,0,0,15,training
8700000,Assy_Conveyor,4/23/2019 4:03,0.90250057,1.096646547,0.99785225,0.987674475,0.069218112,2475.436279,2523.861328,2499.594178,2500.191895,17.81101941,11426,16870,0,0,16,training
8760000,Assy_Conveyor,4/23/2019 4:04,0.900300086,1.096646547,1.001070318,1.017708421,0.070590203,2475.436279,2524.489502,2500.220425,2500.191895,17.72021522,11443,16870,0,0,17,training
8820000,Assy_Conveyor,4/23/2019 4:05,0.900300086,1.091097236,0.99884017,1.017708421,0.072095057,2476.0271,2524.489502,2500.60119,2500.191895,17.58868204,11461,16870,0,0,18,training
8880000,Assy_Conveyor,4/23/2019 4:06,0.900300086,1.091097236,0.997232505,1.017708421,0.072668173,2476.0271,2524.489502,2500.057932,2500.191895,17.65437228,11478,16870,0,0,17,training
8940000,Assy_Conveyor,4/23/2019 4:07,0.900300086,1.091097236,0.997782341,1.017708421,0.071893423,2476.0271,2524.489502,2501.149018,2500.191895,17.82621828,11495,16870,0,0,17,training
9000000,Assy_Conveyor,4/23/2019 4:08,0.900300086,1.091097236,0.99884017,1.017708421,0.072095057,2476.0271,2524.489502,2500.40482,2500.191895,17.68469814,11512,16870,0,0,17,training
9060000,Assy_Conveyor,4/23/2019 4:09,0.900300086,1.096646547,1.000051206,1.017708421,0.072521367,2475.436279,2524.489502,2500.652794,2500.191895,17.63474683,11529,16870,0,0,17,training
9120000,Assy_Conveyor,4/23/2019 4:10,0.90250057,1.096646547,1.000867392,1.017708421,0.073833444,2475.436279,2524.489502,2500.0111,2500.191895,17.81271652,11546,16870,0,0,17,training
9180000,Assy_Conveyor,4/23/2019 4:11,0.90250057,1.096646547,0.999583389,1.017708421,0.073810605,2475.436279,2524.489502,2500.017543,2500.191895,17.99428778,11564,16870,0,0,18,training
9240000,Assy_Conveyor,4/23/2019 4:12,0.90250057,1.096646547,1.002450372,1.017708421,0.074140835,2475.436279,2524.489502,2500.639135,2500.191895,18.02496477,11581,16870,0,0,17,training
9300000,Assy_Conveyor,4/23/2019 4:13,0.90250057,1.096646547,0.998522008,1.017708421,0.07256354,2475.436279,2524.489502,2499.848446,2500.191895,18.06190245,11596,16870,0,0,15,training
9360000,Assy_Conveyor,4/23/2019 4:14,0.90250057,1.096646547,0.998938786,1.017708421,0.070566805,2475.436279,2524.489502,2499.528678,2500.191895,17.74966489,11613,16870,0,0,17,training
9420000,Assy_Conveyor,4/23/2019 4:15,0.90250057,1.096646547,1.0019456,1.017708421,0.070835385,2475.436279,2524.489502,2499.631836,2500.191895,17.4529666,11628,16870,0,0,15,training
9480000,Assy_Conveyor,4/23/2019 4:16,0.900300086,1.091858387,1.001937505,1.000418901,0.070030634,2476.0271,2524.870361,2498.947892,2497.681885,17.789392,11643,16870,0,0,15,training
9540000,Assy_Conveyor,4/23/2019 4:17,0.900300086,1.091858387,1.001229207,1.000418901,0.069975642,2476.0271,2524.489502,2499.303358,2497.681885,17.85360998,11659,16870,0,0,16,training
9600000,Assy_Conveyor,4/23/2019 4:18,0.900300086,1.091858387,1.001241413,1.000418901,0.069596284,2476.0271,2524.489502,2500.211299,2497.681885,17.6806724,11675,16870,0,0,16,training
9660000,Assy_Conveyor,4/23/2019 4:19,0.907099664,1.099452138,1.000221047,0.979618728,0.072661777,2476.859863,2524.999756,2500.031783,2495.195557,17.61366632,11690,16870,0,0,15,training
9720000,Assy_Conveyor,4/23/2019 4:20,0.900010765,1.09999907,0.997233908,1.000418901,0.065211877,2475.122803,2524.999756,2499.315475,2497.525635,18.15489748,11704,16870,0,0,14,training
9780000,Assy_Conveyor,4/23/2019 4:21,0.900010765,1.099989295,1.001874897,1.010243714,0.075990436,2475.001465,2524.999756,2499.61103,2501.253784,17.84849798,11722,16870,0,0,18,training
9840000,Assy_Conveyor,4/23/2019 4:22,0.900405228,1.099731445,0.999348595,0.999790549,0.077398772,2475.019043,2524.99292,2499.117572,2499.057739,17.62700517,11735,16870,0,0,13,training
9900000,Assy_Conveyor,4/23/2019 4:23,0.901297569,1.099683404,0.999856662,0.993929982,0.066710134,2475.005127,2524.817871,2500.033269,2498.230103,17.77201097,11743,16870,0,0,8,training
9960000,Assy_Conveyor,4/23/2019 4:24,0.900063396,1.099989295,0.99583443,0.978210986,0.073179631,2475.000244,2524.744385,2500.031765,2500.12207,17.56250499,11754,16870,0,0,11,training
10020000,Assy_Conveyor,4/23/2019 4:25,0.90000546,1.099862933,1.004809352,1.012737036,0.069972527,2475.005127,2524.994873,2500.393297,2503.121704,17.95527885,11770,16870,0,0,16,training
10080000,Assy_Conveyor,4/23/2019 4:26,0.90003705,1.099936604,0.99722647,0.98456347,0.069613017,2475.033447,2524.99292,2499.431217,2498.552246,17.82142734,11781,16870,0,0,11,training
10140000,Assy_Conveyor,4/23/2019 4:27,0.90035069,1.099999785,1.003767936,1.012117624,0.072218764,2475.068359,2524.942871,2500.599889,2501.378174,17.89038901,11796,16870,0,0,15,training
10200000,Assy_Conveyor,4/23/2019 4:28,0.900043011,1.09999907,1.001082441,0.992676198,0.073904399,2475.000732,2524.983643,2499.393473,2500.628174,17.8331195,11808,16870,0,0,12,training
10260000,Assy_Conveyor,4/23/2019 4:29,0.90002656,1.0995363,0.994855221,0.985806227,0.067310811,2475,2524.870361,2499.063187,2499.886597,17.80720415,11824,16870,0,0,16,training
10320000,Assy_Conveyor,4/23/2019 4:30,0.900547802,1.095911622,1.004063113,1.018532395,0.073277743,2475,2523.080078,2500.249483,2504.958496,18.04131445,11839,16870,0,0,15,training
10380000,Assy_Conveyor,4/23/2019 4:31,0.900547802,1.09999907,0.99774393,1.018532395,0.07619696,2475,2523.11377,2500.824056,2504.958496,17.58437094,11855,16870,0,0,16,training
10440000,Assy_Conveyor,4/23/2019 4:32,0.900547802,1.092186332,0.999327289,1.018532395,0.071766367,2475.114258,2523.11377,2501.100835,2504.958496,17.51289777,11871,16871,1,1,16,training
10500000,Assy_Conveyor,4/23/2019 4:33,0.900547802,1.092186332,0.999125486,1.018532395,0.071185479,2475,2523.080078,2500.0698,2504.958496,17.73969477,11889,16871,0,0,18,training
10560000,Assy_Conveyor,4/23/2019 4:34,0.900547802,1.092186332,0.998607679,1.018532395,0.070693852,2475,2523.11377,2499.858447,2504.958496,17.94468484,11906,16871,0,0,17,training
10620000,Assy_Conveyor,4/23/2019 4:35,0.900547802,1.092186332,0.998262169,1.018532395,0.07326998,2475,2523.11377,2500.60679,2504.958496,17.65901663,11923,16871,0,0,17,training
10680000,Assy_Conveyor,4/23/2019 4:36,0.900547802,1.092186332,0.996165542,1.018532395,0.07313569,2475.114258,2523.080078,2501.248535,2504.958496,17.77307369,11940,16871,0,0,17,training
10740000,Assy_Conveyor,4/23/2019 4:37,0.900547802,1.092186332,1.000469189,1.018532395,0.07125956,2475.114258,2523.080078,2500.924869,2504.958496,18.02112814,11957,16871,0,0,17,training
10800000,Assy_Conveyor,4/23/2019 4:38,0.900547802,1.092186332,0.999002226,1.018532395,0.068096877,2475.114258,2523.080078,2500.127911,2504.958496,18.29192104,11974,16871,0,0,17,training
10860000,Assy_Conveyor,4/23/2019 4:39,0.900547802,1.095911622,0.999860705,1.018532395,0.069027626,2475.114258,2523.080078,2500.017302,2504.958496,18.01010333,11990,16872,1,1,16,training
10920000,Assy_Conveyor,4/23/2019 4:40,0.900547802,1.095911622,1.001464542,1.018532395,0.070690329,2475.114258,2523.080078,2500.210175,2507.242676,18.10678043,12008,16872,0,0,18,training
10980000,Assy_Conveyor,4/23/2019 4:41,0.900547802,1.095911622,1.002290226,1.018532395,0.069178408,2475.114258,2523.080078,2500.104403,2504.958496,17.55420019,12025,16872,0,0,17,training
11040000,Assy_Conveyor,4/23/2019 4:42,0.900547802,1.095911622,0.997392988,0.990380704,0.06933256,2475.114258,2523.080078,2499.989535,2507.242676,18.04021352,12042,16872,0,0,17,training
11100000,Assy_Conveyor,4/23/2019 4:43,0.900547802,1.095911622,0.997113166,0.999581099,0.067391492,2475.114258,2523.080078,2499.809167,2502.474121,17.94667816,12059,16872,0,0,17,training
11160000,Assy_Conveyor,4/23/2019 4:44,0.900547802,1.092186332,1.000143173,0.999581099,0.069869185,2475,2523.080078,2499.654594,2502.474121,17.94851087,12076,16872,0,0,17,training
11220000,Assy_Conveyor,4/23/2019 4:45,0.900547802,1.095911622,1.004118628,0.999581099,0.0713972,2475.114258,2523.080078,2499.756357,2502.474121,17.71324002,12093,16872,0,0,17,training
11280000,Assy_Conveyor,4/23/2019 4:46,0.900547802,1.095911622,0.998945449,0.999581099,0.070194978,2475.114258,2523.080078,2499.643438,2502.474121,17.67249497,12110,16872,0,0,17,training
11340000,Assy_Conveyor,4/23/2019 4:47,0.900547802,1.095911622,1.001946411,0.999581099,0.069752203,2475,2523.080078,2499.847098,2502.474121,17.75606146,12128,16872,0,0,18,training
11400000,Assy_Conveyor,4/23/2019 4:48,0.900547802,1.095911622,0.99844223,0.999581099,0.071692061,2475,2523.927979,2500.166207,2502.474121,17.74394791,12142,16873,1,1,14,training
11460000,Assy_Conveyor,4/23/2019 4:49,0.900547802,1.095911622,0.997328996,0.999581099,0.074048627,2475,2523.927979,2498.600204,2502.474121,18.07756258,12157,16873,0,0,15,training
11520000,Assy_Conveyor,4/23/2019 4:50,0.900547802,1.095911622,0.9936594,0.999581099,0.073742999,2475.114258,2523.927979,2500.803082,2502.474121,17.83298095,12173,16873,0,0,16,training
11580000,Assy_Conveyor,4/23/2019 4:51,0.900547802,1.095911622,0.999827536,0.999581099,0.072521477,2475,2523.927979,2499.167748,2502.474121,17.86112035,12188,16873,0,0,15,training
11640000,Assy_Conveyor,4/23/2019 4:52,0.900547802,1.095911622,1.000273685,0.999581099,0.073174671,2475,2523.927979,2499.722746,2502.474121,17.88643028,12203,16873,0,0,15,training
11700000,Assy_Conveyor,4/23/2019 4:53,0.901931703,1.095911622,0.999842939,1.018532395,0.072411845,2475,2523.080078,2499.846318,2504.958496,17.97545935,12219,16873,0,0,16,training
11760000,Assy_Conveyor,4/23/2019 4:54,0.901931703,1.09999907,1.002325468,1.018532395,0.074979272,2475,2523.080078,2499.250299,2504.958496,17.89663847,12235,16873,0,0,16,training
11820000,Assy_Conveyor,4/23/2019 4:55,0.900547802,1.09999907,0.999426962,1.018532395,0.073110908,2475,2523.080078,2500.840638,2504.958496,17.89013614,12249,16873,0,0,14,training
11880000,Assy_Conveyor,4/23/2019 4:56,0.900547802,1.095911622,0.998382474,1.018532395,0.076067593,2475,2523.080078,2499.988091,2504.958496,17.75342561,12265,16873,0,0,16,training
11940000,Assy_Conveyor,4/23/2019 4:57,0.900547802,1.095911622,1.001493762,1.018532395,0.069242275,2475,2523.080078,2500.694661,2504.958496,17.97667326,12282,16873,0,0,17,training
12000000,Assy_Conveyor,4/23/2019 4:58,0.900547802,1.092186332,0.998910734,0.999581099,0.066726843,2475.114258,2523.080078,2499.121237,2502.474121,17.98118447,12299,16873,0,0,17,training
12060000,Assy_Conveyor,4/23/2019 4:59,0.900547802,1.095911622,0.996284462,0.999581099,0.067552563,2475,2523.080078,2499.765319,2502.474121,17.97278894,12316,16873,0,0,17,training
12120000,Assy_Conveyor,4/23/2019 5:00,0.900547802,1.092186332,0.996465629,0.999581099,0.068001603,2475,2523.11377,2500.489981,2502.474121,17.78180173,12333,16873,0,0,17,training
12180000,Assy_Conveyor,4/23/2019 5:01,0.900547802,1.092186332,0.997359978,0.999581099,0.06933463,2475.114258,2523.11377,2499.608978,2502.474121,17.67874644,12351,16873,0,0,18,training
12240000,Assy_Conveyor,4/23/2019 5:02,0.900547802,1.092186332,0.996780571,0.999581099,0.068550475,2475.114258,2523.080078,2499.513447,2502.474121,17.53693281,12368,16873,0,0,17,training
12300000,Assy_Conveyor,4/23/2019 5:03,0.900547802,1.092186332,0.998647839,0.999581099,0.070519035,2475.114258,2523.080078,2498.771417,2502.474121,17.79164046,12385,16873,0,0,17,training
12360000,Assy_Conveyor,4/23/2019 5:04,0.900547802,1.092186332,1.00374538,0.999581099,0.070433356,2475,2523.080078,2500.026456,2502.474121,18.02522069,12402,16873,0,0,17,training
12420000,Assy_Conveyor,4/23/2019 5:05,0.900547802,1.092186332,1.002916634,0.999581099,0.069378397,2475,2523.080078,2498.890052,2502.474121,17.62790709,12419,16873,0,0,17,training
12480000,Assy_Conveyor,4/23/2019 5:06,0.900547802,1.092186332,1.000759222,0.999581099,0.071859886,2475,2523.927979,2500.240574,2502.474121,17.55589177,12435,16873,0,0,16,training
12540000,Assy_Conveyor,4/23/2019 5:07,0.900547802,1.092186332,0.997811287,0.999581099,0.072858891,2475,2523.927979,2499.977594,2502.474121,17.48854722,12450,16873,0,0,15,training
12600000,Assy_Conveyor,4/23/2019 5:08,0.900547802,1.092186332,0.999791669,0.999581099,0.073674819,2475.114258,2523.927979,2498.888442,2502.474121,17.70967413,12467,16873,0,0,17,training
12660000,Assy_Conveyor,4/23/2019 5:09,0.900547802,1.092186332,0.999580365,0.999581099,0.07210371,2475,2523.927979,2500.474605,2504.873047,17.8919012,12482,16873,0,0,15,training
12720000,Assy_Conveyor,4/23/2019 5:10,0.900547802,1.095911622,0.997848308,1.018532395,0.073265222,2475,2523.927979,2499.243404,2504.873047,17.85663433,12497,16873,0,0,15,training
12780000,Assy_Conveyor,4/23/2019 5:11,0.901931703,1.09999907,0.999577654,1.018532395,0.073313196,2475,2523.080078,2500.648626,2504.958496,18.01745748,12513,16873,0,0,16,training
12840000,Assy_Conveyor,4/23/2019 5:12,0.901931703,1.095911622,1.003284649,1.018532395,0.074105604,2475,2523.080078,2499.742086,2504.958496,18.07575542,12528,16873,0,0,15,training
12900000,Assy_Conveyor,4/23/2019 5:13,0.901931703,1.09999907,0.999050242,0.990380704,0.074882286,2475,2523.11377,2500.001972,2504.873047,17.97848783,12543,16873,0,0,15,training
12960000,Assy_Conveyor,4/23/2019 5:14,0.901931703,1.095361233,0.99837513,0.990380704,0.07280145,2475,2523.11377,2500.58214,2504.873047,17.93131614,12561,16873,0,0,18,training
13020000,Assy_Conveyor,4/23/2019 5:15,0.901931703,1.095361233,0.998086559,0.990380704,0.073622668,2475,2523.11377,2500.097283,2504.873047,17.8657626,12578,16873,0,0,17,training
13080000,Assy_Conveyor,4/23/2019 5:16,0.901931703,1.095361233,0.999156901,0.990380704,0.073326525,2475,2523.11377,2501.002803,2504.873047,17.53264801,12595,16873,0,0,17,training
13140000,Assy_Conveyor,4/23/2019 5:17,0.901931703,1.095361233,1.000658247,0.990380704,0.073097969,2475,2523.11377,2499.264321,2504.873047,17.8347902,12612,16873,0,0,17,training
13200000,Assy_Conveyor,4/23/2019 5:18,0.901931703,1.095361233,1.000777387,0.990380704,0.068576141,2475,2523.11377,2500.6083,2504.873047,18.14104812,12629,16873,0,0,17,training
13260000,Assy_Conveyor,4/23/2019 5:19,0.901931703,1.095361233,0.99948718,0.990380704,0.067527252,2475,2523.11377,2499.482781,2504.804443,17.90828839,12644,16875,2,1,15,training
13320000,Assy_Conveyor,4/23/2019 5:20,0.901931703,1.095361233,1.001102396,1.020381212,0.069153908,2475,2522.07373,2499.364272,2504.804443,17.74784095,12662,16875,0,0,18,training
13380000,Assy_Conveyor,4/23/2019 5:21,0.901931703,1.095361233,1.001987928,1.020381212,0.067866566,2475,2522.07373,2499.859978,2504.804443,17.80739181,12678,16875,0,0,16,training
13440000,Assy_Conveyor,4/23/2019 5:22,0.901931703,1.095361233,1.005060085,1.020381212,0.070206735,2475,2522.07373,2499.082687,2504.804443,17.70097142,12696,16875,0,0,18,training
13500000,Assy_Conveyor,4/23/2019 5:23,0.901931703,1.095361233,1.003586696,1.020381212,0.068151162,2475,2522.07373,2500.137102,2504.804443,17.62009423,12713,16875,0,0,17,training
13560000,Assy_Conveyor,4/23/2019 5:24,0.901931703,1.095361233,0.999937082,1.020381212,0.068320995,2475,2522.07373,2498.821427,2504.804443,17.3838631,12730,16875,0,0,17,training
13620000,Assy_Conveyor,4/23/2019 5:25,0.901931703,1.095361233,1.003380271,1.020381212,0.067760022,2475,2522.07373,2500.655341,2504.804443,17.76370364,12747,16875,0,0,17,training
13680000,Assy_Conveyor,4/23/2019 5:26,0.901931703,1.09999907,1.002693542,0.990380704,0.071429908,2475,2523.11377,2499.541523,2504.838745,18.08408959,12762,16876,1,1,15,training
13740000,Assy_Conveyor,4/23/2019 5:27,0.901931703,1.09999907,1.001680593,0.990380704,0.073685681,2475.122803,2523.11377,2500.295858,2504.873047,18.09777506,12778,16876,0,0,16,training
13800000,Assy_Conveyor,4/23/2019 5:28,0.901931703,1.09999907,0.997169068,0.990380704,0.07415316,2475.107666,2523.907715,2500.569996,2504.873047,17.88224138,12793,16876,0,0,15,training
13860000,Assy_Conveyor,4/23/2019 5:29,0.902099013,1.09999907,0.998137156,0.989547133,0.07441456,2475.107666,2523.907715,2500.208318,2502.543701,17.48703527,12811,16876,0,0,18,training
13920000,Assy_Conveyor,4/23/2019 5:30,0.911282778,1.09999907,1.001114163,0.989547133,0.071446961,2475.107666,2523.907715,2500.907613,2502.543701,17.76057992,12828,16876,0,0,17,training
13980000,Assy_Conveyor,4/23/2019 5:31,0.911282778,1.09999907,1.000572337,0.989547133,0.073865728,2475.107666,2523.907715,2499.139197,2502.543701,17.9499198,12845,16876,0,0,17,training
14040000,Assy_Conveyor,4/23/2019 5:32,0.911282778,1.09999907,0.99869893,0.989547133,0.071147849,2475.107666,2523.907715,2500.058255,2502.543701,18.06232334,12862,16876,0,0,17,training
14100000,Assy_Conveyor,4/23/2019 5:33,0.911282778,1.09999907,0.997198432,0.989547133,0.070177739,2475.107666,2523.907715,2499.660249,2502.543701,17.99910804,12879,16876,0,0,17,training
14160000,Assy_Conveyor,4/23/2019 5:34,0.911282778,1.09999907,0.995773005,0.989547133,0.069242381,2475.107666,2523.907715,2500.420383,2502.543701,17.74201149,12896,16876,0,0,17,training
14220000,Assy_Conveyor,4/23/2019 5:35,0.911282778,1.09999907,0.99686637,0.989547133,0.069055043,2475.107666,2523.907715,2499.999066,2502.543701,17.71106693,12913,16876,0,0,17,training
14280000,Assy_Conveyor,4/23/2019 5:36,0.911282778,1.09999907,0.997318521,0.989547133,0.070793366,2475.107666,2523.907715,2498.940163,2502.543701,17.45269029,12931,16876,0,0,18,training
14340000,Assy_Conveyor,4/23/2019 5:37,0.911282778,1.09999907,0.999845498,0.989547133,0.069619061,2475.107666,2523.907715,2499.574517,2502.543701,17.84138108,12948,16876,0,0,17,training
14400000,Assy_Conveyor,4/23/2019 5:38,0.911282778,1.09999907,0.995258797,0.989547133,0.069372619,2475.107666,2523.907715,2499.269061,2502.543701,17.93056408,12965,16876,0,0,17,training
14460000,Assy_Conveyor,4/23/2019 5:39,0.911282778,1.09999907,0.995989773,0.989547133,0.069727302,2475.107666,2523.907715,2499.897569,2502.543701,17.82696474,12982,16876,0,0,17,training
14520000,Assy_Conveyor,4/23/2019 5:40,0.911282778,1.09999907,1.002017516,0.989547133,0.068994938,2475.107666,2523.907715,2499.529417,2502.543701,17.8700803,12999,16876,0,0,17,training
14580000,Assy_Conveyor,4/23/2019 5:41,0.911282778,1.09999907,0.995773005,0.989547133,0.069242381,2475.107666,2523.907715,2499.124204,2502.543701,17.82600972,13016,16876,0,0,17,training
14640000,Assy_Conveyor,4/23/2019 5:42,0.911282778,1.09999907,0.995673148,0.989547133,0.068589965,2475.107666,2523.907715,2500.43405,2502.543701,17.82351647,13033,16876,0,0,17,training
14700000,Assy_Conveyor,4/23/2019 5:43,0.911282778,1.09999907,1.000621725,0.990380704,0.06852811,2475.107666,2523.053223,2499.851461,2502.543701,17.81655382,13051,16876,0,0,18,training
14760000,Assy_Conveyor,4/23/2019 5:44,0.911282778,1.09999907,1.00254273,0.990380704,0.066526463,2475.107666,2523.053223,2499.907176,2502.543701,17.50788697,13068,16876,0,0,17,training
14820000,Assy_Conveyor,4/23/2019 5:45,0.911282778,1.09999907,1.001816472,0.990380704,0.068826997,2475.107666,2523.053223,2499.16965,2502.543701,17.49841747,13085,16876,0,0,17,training
14880000,Assy_Conveyor,4/23/2019 5:46,0.911282778,1.09999907,0.997309838,0.990380704,0.069604358,2475.107666,2523.053223,2500.082393,2502.543701,17.79986102,13100,16876,0,0,15,training
14940000,Assy_Conveyor,4/23/2019 5:47,0.911282778,1.09999907,0.999282057,0.990380704,0.070489555,2475.107666,2523.053223,2499.746663,2502.543701,18.20572029,13115,16876,0,0,15,training
15000000,Assy_Conveyor,4/23/2019 5:48,0.902099013,1.09999907,1.002037502,0.989547133,0.071538735,2475.107666,2523.907715,2499.437551,2502.543701,18.08228925,13131,16876,0,0,16,training
15060000,Assy_Conveyor,4/23/2019 5:49,0.902099013,1.096145391,0.999866972,0.989547133,0.072484807,2475.466064,2523.907715,2500.840638,2502.543701,17.52129814,13145,16877,1,1,14,training
15120000,Assy_Conveyor,4/23/2019 5:50,0.902099013,1.096145391,0.99991146,0.989547133,0.074083088,2475.466064,2523.907715,2499.758867,2502.543701,17.61297068,13161,16877,0,0,16,training
15180000,Assy_Conveyor,4/23/2019 5:51,0.902099013,1.096145391,1.000707883,0.989547133,0.073860046,2475.466064,2523.907715,2500.8091,2502.543701,17.68424511,13177,16877,0,0,16,training
15240000,Assy_Conveyor,4/23/2019 5:52,0.902099013,1.096145391,1.000745902,0.989547133,0.07479097,2475.466064,2523.907715,2500.179543,2502.543701,17.97315367,13192,16877,0,0,15,training
15300000,Assy_Conveyor,4/23/2019 5:53,0.902099013,1.096145391,1.001018622,0.989547133,0.073041933,2475.466064,2523.907715,2500.405541,2502.543701,18.06752226,13207,16877,0,0,15,training
15360000,Assy_Conveyor,4/23/2019 5:54,0.902099013,1.096145391,0.999060564,0.989547133,0.074018145,2475.466064,2523.907715,2499.387677,2502.543701,17.59894207,13222,16877,0,0,15,training
15420000,Assy_Conveyor,4/23/2019 5:55,0.902099013,1.09999907,0.99905139,0.989547133,0.07478394,2475.107666,2523.907715,2500.596546,2502.543701,17.54719156,13239,16877,0,0,17,training
15480000,Assy_Conveyor,4/23/2019 5:56,0.902099013,1.09999907,1.000987749,0.989547133,0.073369143,2475.107666,2523.907715,2500.74339,2502.543701,17.41286583,13255,16877,0,0,16,training
15540000,Assy_Conveyor,4/23/2019 5:57,0.902099013,1.096145391,0.999478941,0.989547133,0.07422839,2475.466064,2523.907715,2499.776281,2502.543701,17.70292876,13271,16877,0,0,16,training
15600000,Assy_Conveyor,4/23/2019 5:58,0.902099013,1.096145391,1.002731612,0.989547133,0.072658159,2475.466064,2523.907715,2500.568183,2502.543701,17.96605575,13286,16877,0,0,15,training
15660000,Assy_Conveyor,4/23/2019 5:59,0.902099013,1.096145391,0.998554137,0.989547133,0.074022187,2475.466064,2523.907715,2499.19099,2502.543701,17.66369042,13302,16877,0,0,16,training
15720000,Assy_Conveyor,4/23/2019 6:00,0.902099013,1.096145391,0.997907569,0.989547133,0.073490195,2475.466064,2523.907715,2501.020238,2502.543701,17.91113826,13316,16878,1,1,14,training
15780000,Assy_Conveyor,4/23/2019 6:01,0.902099013,1.096145391,1.001112203,0.989547133,0.073921108,2475.466064,2523.907715,2500.278415,2502.543701,17.58337745,13331,16878,0,0,15,training
15840000,Assy_Conveyor,4/23/2019 6:02,0.902099013,1.096145391,1.001068906,0.989547133,0.073030798,2475.466064,2523.907715,2500.54889,2502.543701,17.73187759,13347,16878,0,0,16,training
15900000,Assy_Conveyor,4/23/2019 6:03,0.902099013,1.096145391,0.99754079,0.989547133,0.073039784,2475.466064,2523.907715,2500.482243,2502.543701,17.62823437,13362,16878,0,0,15,training
15960000,Assy_Conveyor,4/23/2019 6:04,0.902099013,1.096145391,0.999961745,0.989547133,0.074072875,2475.466064,2523.907715,2499.782015,2502.543701,17.60763545,13378,16878,0,0,16,training
16020000,Assy_Conveyor,4/23/2019 6:05,0.902099013,1.096145391,0.996438373,0.989547133,0.073262288,2475.466064,2523.907715,2501.069621,2502.543701,17.62690054,13392,16878,0,0,14,training
16080000,Assy_Conveyor,4/23/2019 6:06,0.900300086,1.099989295,0.996843868,0.99048534,0.073541572,2475.466064,2524.489502,2500.516561,2501.211182,17.74750397,13410,16878,0,0,18,training
16140000,Assy_Conveyor,4/23/2019 6:07,0.911672473,1.099989295,0.996830611,0.991423547,0.069941404,2475.122803,2523.953125,2499.652046,2502.387451,18.0032449,13426,16878,0,0,16,training
16200000,Assy_Conveyor,4/23/2019 6:08,0.901732266,1.099989295,0.999811921,1.019560337,0.068344995,2475.122803,2523.953125,2500.369695,2499.87793,17.84202814,13442,16878,0,0,16,training
16260000,Assy_Conveyor,4/23/2019 6:09,0.901732266,1.095610023,1.000183065,0.991423547,0.069391612,2475.496582,2523.953125,2499.707447,2499.87793,17.78439167,13459,16878,0,0,17,training
16320000,Assy_Conveyor,4/23/2019 6:10,0.901732266,1.095610023,0.998360145,0.991423547,0.068945349,2475.496582,2523.953125,2499.931662,2499.87793,17.94471235,13476,16878,0,0,17,training
16380000,Assy_Conveyor,4/23/2019 6:11,0.901732266,1.095610023,1.000379843,0.991423547,0.072300334,2475.496582,2523.953125,2500.596205,2502.387451,17.83165802,13494,16878,0,0,18,training
16440000,Assy_Conveyor,4/23/2019 6:12,0.901732266,1.095610023,0.997852031,0.991423547,0.073384108,2475.496582,2523.953125,2499.563673,2502.387451,17.61077989,13511,16878,0,0,17,training
16500000,Assy_Conveyor,4/23/2019 6:13,0.901732266,1.095610023,0.999290816,0.991423547,0.072448879,2475.496582,2523.953125,2500.542832,2502.387451,17.60016355,13528,16878,0,0,17,training
16560000,Assy_Conveyor,4/23/2019 6:14,0.901732266,1.099989295,0.997894267,0.991423547,0.073943551,2475.122803,2523.953125,2500.367615,2502.387451,17.73579987,13544,16878,0,0,16,training
16620000,Assy_Conveyor,4/23/2019 6:15,0.90066272,1.095040679,0.998747063,1.021405339,0.071879433,2475.496582,2524.550537,2500.508083,2499.87793,17.99379809,13560,16878,0,0,16,training
16680000,Assy_Conveyor,4/23/2019 6:16,0.90066272,1.092587113,0.998370472,0.998533964,0.070201954,2476.118164,2524.550537,2499.031331,2497.369385,17.77248695,13577,16878,0,0,17,training
16740000,Assy_Conveyor,4/23/2019 6:17,0.90066272,1.099631548,1.000675377,0.983323097,0.071272871,2476.118164,2524.900146,2499.346178,2494.887451,17.77858705,13593,16878,0,0,16,training
16800000,Assy_Conveyor,4/23/2019 6:18,0.908560455,1.099631548,1.000334087,0.983323097,0.072157973,2476.980469,2524.900146,2499.486658,2494.887451,17.58504486,13609,16878,0,0,16,training
